metric,n,mean,sd,cv,n_subsamples,degenerate
cluster_entropy,200,1.6139580631139463,0.024341782279113683,0.015082041371105403,20,False
effective_dim,200,21.30988863575909,1.5678549553624834,0.07357405672836516,20,True
mean_pairwise_cosine,200,0.1795812502503395,0.0013360181229855553,0.0074396303685553035,20,False
